"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
3 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 65 -0.969738865384615
3 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.978127114153846
3 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 65 -0.979118780769231
3 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 65 -0.973869050769231
3 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 65 -0.965000695538461
3 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 65 -0.986642608153846
3 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 65 -0.983881422615385
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 65 -0.987941551538462
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.960362172769231
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.971565369846154
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.990151680615385
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 -0.952915938
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.953188211230769
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.970321939692308
3 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.966674703538462
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 65 -0.987641997230769
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 65 -0.975431918923077
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 65 -0.985729005076923
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 65 -0.988392438615385
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 65 -0.979422786923077
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.989123784769231
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 65 -0.981534447230769
3 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 65 -0.980405909076923
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 61 -0.00922265519180328
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 61 -0.0839773343770492
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 61 0.0757132656704918
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 61 -0.47981351295082
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 61 -0.454932903934426
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 61 -0.386044435409836
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 61 -0.335009836885246
3 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 61 -0.522494763606557
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 61 -0.109959237927869
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 61 -0.0379251328622951
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 61 -0.0513807166754098
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 61 -0.431296148196721
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 61 -0.560203489016393
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 61 -0.524422887377049
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 61 -0.517167440655738
3 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 61 -0.53970849147541
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 61 0.272341855245902
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 61 -0.0184875403339344
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 61 -0.109792122032787
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 61 -0.31950017295082
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 61 -0.0175797885542623
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 61 -0.265824489180328
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 61 -0.151151487704918
3 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 61 -0.461837866885246
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 61 0.0773188580032787
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 61 0.0130098548360656
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 61 0.0243753334442623
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 61 -0.355492635409836
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 61 -0.0935385034
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 61 -0.534303311639344
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 61 -0.301093269180328
3 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 61 -0.275672786229508
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 61 0.92811236852459
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 61 -0.179927382704918
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 61 -0.190265949622951
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 61 -0.980983351639344
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 61 -0.968613202622951
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 61 -0.956903248196721
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 61 -0.151151487704918
3 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 61 -0.461837866885246
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 61 -0.40771670852459
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 61 -0.490166286557377
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 61 -0.398809217540984
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 61 -0.504849290819672
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 61 -0.439238787704918
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 61 -0.438768699508197
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 61 -0.518618058688525
3 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 61 -0.615320077704918
3 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 61 -0.582711859672131
3 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 61 -0.520385479180328
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 61 -0.360991674918033
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 61 -0.0650267622126229
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 61 -0.382832802295082
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 61 -0.304806274098361
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 61 -0.0556137930852459
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 61 -0.262391594918033
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 61 -0.429380043442623
3 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 61 -0.565162507704918
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 61 -0.423446094590164
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 61 -0.194232721737705
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 61 -0.523427055737705
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 61 -0.343866129016393
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 61 -0.0470379377672131
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 61 -0.543872996229508
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 61 -0.335938891803279
3 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 61 -0.211231860180328
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 46 0.0677728390673913
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 46 -0.123517195928261
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 46 0.0162878745776087
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.370436868891304
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.459281989565217
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.468462984347826
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 46 -0.232641763307609
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.352687281086957
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 46 -0.1077700285
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 46 -0.0381702367441304
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 46 -0.0582518846641304
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 46 -0.526801825217391
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 46 -0.572144734130435
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 46 -0.542770646521739
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 46 -0.540325787826087
3 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.592319490869565
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.29391828326087
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.0167359404347826
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.0892432745173913
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 0.187719760269565
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.0607892037384783
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.231064156615217
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 0.148951103536087
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 0.0914076757326087
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 0.118250858006522
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 -0.0113826178208696
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 -0.00939838078195652
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.103436471413043
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.304063534173913
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.536331570652174
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.221631694184783
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.206576683876087
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 46 0.928817578043478
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.151077057652174
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.160962985956522
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.950026242173913
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.946576675652174
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.901097766521739
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 0.148951103536087
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 0.0914076757326087
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 46 -0.316412962967391
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 46 -0.451126869347826
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 46 -0.403380386086957
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 46 -0.393194731747826
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 46 -0.469390428043478
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 46 -0.540949520217391
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 46 -0.40943875826087
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 46 -0.428868687826087
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 46 -0.57734888
3 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.643399203913044
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 -0.0226239171245652
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.130272514565217
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.3180818605
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 0.258941676302174
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.0860527358695652
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.245413541641304
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 0.0580680522108696
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.0618876767130435
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 -0.215092049054348
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 -0.351268404347826
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 -0.498668458043478
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.0718767032673913
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.298931144913044
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.573043711086957
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.188680399771739
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.236538515947826
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 48 -0.0304250571395833
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 48 -0.0548455941370417
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 48 0.0560931358145833
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 48 -0.496562732729167
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 48 -0.493044125208333
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 48 -0.234402350714583
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 48 -0.235191249091667
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 48 -0.440837260125
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 48 -0.142655397660417
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 48 -0.0414496328508333
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 48 -0.0223482086545833
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 48 -0.606044344375
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 48 -0.676722847708333
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 48 -0.610586202291667
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 48 -0.637367490625
3 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 48 -0.68231162875
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 48 0.252604768583333
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 48 -0.0228645614308333
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 48 -0.121290442104167
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 48 -0.062952754100625
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 48 -0.0131721014395833
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 48 -0.230220954239583
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 48 -0.0128062276916667
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 48 -0.1028777303875
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 48 0.07680441704375
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 48 0.03083565139375
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 48 0.00759533846458334
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 48 -0.292665827083333
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 48 -0.349791873229167
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 48 -0.657430836041667
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 48 -0.357233897916667
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 48 -0.390912450416667
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 48 0.853530565833333
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 48 -0.284153753333333
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 48 -0.298171464166667
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 48 -0.949460372291667
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 48 -0.91597346625
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 48 -0.930159843541667
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 48 -0.0128062276916667
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 48 -0.1028777303875
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 48 -0.416223018291667
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 48 -0.521435415208333
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 48 -0.324273713333333
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 48 -0.5244683916875
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 48 -0.481154119791667
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 48 -0.2778914704375
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 48 -0.504066956875
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 48 -0.496444579791667
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 48 -0.669008763541667
3 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 48 -0.7241557425
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 48 -0.1397522212625
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 48 -0.1175197356
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 48 -0.3999234945625
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 48 -0.0355381172854167
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 48 -0.0252781736083333
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 48 -0.2048157105
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 48 -0.150305643291667
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 48 -0.217393170604167
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 48 -0.360272225833333
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 48 -0.37705192875
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 48 -0.633017707916667
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 48 -0.287219038291667
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 48 -0.365114263583333
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 48 -0.680325770833333
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 48 -0.360299853125
3 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 48 -0.437383107916667
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 62 -0.0208170540330645
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 62 -0.0718507159435484
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 62 0.137999561112903
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 62 -0.974545752096774
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 62 -0.977272653709677
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 62 -0.963505609032258
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 62 -0.951564751451613
4 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 62 -0.954275110967742
4 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 62 -0.10004449883871
4 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 62 -0.0389771765322581
